duplicate_count,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
4,579146,23356,LOVE HOT WATER BOTTLE,1,2011-11-28 13:14:00,5.95,16347,United Kingdom
4,578019,23500,KEY RING BASEBALL BOOT ASSORTED ,1,2011-11-22 13:11:00,1.25,17360,United Kingdom
4,572861,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,2011-10-26 12:46:00,1.45,14102,United Kingdom
4,547651,22249,DECORATION WHITE CHICK MAGIC GARDEN,1,2011-03-24 12:11:00,0.85,16904,United Kingdom
4,566258,23071,MARIE ANTOINETTE TRINKET BOX GOLD,1,2011-09-11 12:45:00,12.5,13124,United Kingdom
4,540524,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,2011-01-09 12:53:00,0.65,16735,United Kingdom
4,578519,20727,LUNCH BAG  BLACK SKULL.,1,2011-11-24 13:56:00,1.65,14591,United Kingdom
4,580520,23295,SET OF 12 MINI LOAF BAKING CASES,1,2011-12-04 14:55:00,0.83,13521,United Kingdom
4,571909,21117,BLOND DOLL DOORSTOP,2,2011-10-19 15:08:00,1.25,15006,United Kingdom
4,578998,23215,JINGLE BELL HEART ANTIQUE SILVER,1,2011-11-27 16:05:00,2.08,15436,United Kingdom
4,575117,23182,TOILET SIGN OCCUPIED OR VACANT,1,2011-11-08 14:22:00,0.83,12748,United Kingdom
4,571286,17021,NAMASTE SWAGAT INCENSE,6,2011-10-16 14:35:00,0.3,14547,United Kingdom
4,C543611,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-02-10 14:38:00,4.95,17850,United Kingdom
4,572861,21668,RED STRIPE CERAMIC DRAWER KNOB,6,2011-10-26 12:46:00,1.45,14102,United Kingdom
4,574292,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2011-11-03 15:27:00,2.1,16914,United Kingdom
4,572312,21484,CHICK GREY HOT WATER BOTTLE,1,2011-10-23 15:47:00,4.25,15022,United Kingdom
4,541414,21755,LOVE BUILDING BLOCK WORD,1,2011-01-17 16:14:00,5.95,18212,United Kingdom
4,550331,21383,PACK OF 12 STICKY BUNNIES,1,2011-04-17 13:43:00,0.65,15555,United Kingdom
4,578289,23396,LE JARDIN BOTANIQUE CUSHION COVER,1,2011-11-23 14:07:00,3.75,17841,United Kingdom
4,574709,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2011-11-06 14:14:00,2.95,17768,United Kingdom
4,568212,21992,VINTAGE PAISLEY STATIONERY SET,1,2011-09-25 16:05:00,1.25,15154,United Kingdom
4,578289,23393,HOME SWEET HOME CUSHION COVER ,1,2011-11-23 14:07:00,3.75,17841,United Kingdom
4,553657,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2011-05-18 11:28:00,1.95,14583,United Kingdom
4,574545,85174,S/4 CACTI CANDLES,1,2011-11-04 14:54:00,4.95,17084,United Kingdom
4,557271,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-06-19 11:41:00,0.95,17769,United Kingdom
3,580958,23084,RABBIT NIGHT LIGHT,1,2011-12-06 14:30:00,2.08,17266,United Kingdom
3,576236,35819B,"ACRYLIC HANGING JEWEL,BLUE",1,2011-11-14 13:31:00,0.38,13755,United Kingdom
3,580358,23498,CLASSIC BICYCLE CLIPS ,1,2011-12-02 16:07:00,1.45,17238,United Kingdom
3,580385,21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,2,2011-12-04 10:11:00,1.25,16326,United Kingdom
3,544450,22430,ENAMEL WATERING CAN CREAM,1,2011-02-20 12:23:00,4.95,17811,United Kingdom
3,552652,22607,WOODEN ROUNDERS GARDEN SET ,1,2011-05-10 14:09:00,9.95,14591,United Kingdom
3,558700,21242,RED RETROSPOT PLATE ,1,2011-07-01 12:33:00,1.69,17920,United Kingdom
3,569670,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1,2011-10-05 13:47:00,0.39,14730,United Kingdom
3,547969,22521,CHILDS GARDEN TROWEL PINK,3,2011-03-28 16:27:00,0.85,17238,United Kingdom
3,571216,20992,JAZZ HEARTS PURSE NOTEBOOK,1,2011-10-14 13:06:00,0.39,16081,United Kingdom
3,574481,23350,ROLL WRAP VINTAGE SPOT ,4,2011-11-04 12:45:00,1.25,18022,United Kingdom
3,574545,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2011-11-04 14:54:00,2.08,17084,United Kingdom
3,537196,21811,CHRISTMAS HANGING HEART WITH BELL,1,2010-12-05 13:55:00,1.25,15426,United Kingdom
3,569897,21446,12 RED ROSE PEG PLACE SETTINGS,1,2011-10-06 16:01:00,1.25,17813,United Kingdom
3,536796,21967,PACK OF 12 SKULL TISSUES,1,2010-12-02 15:46:00,0.29,15574,United Kingdom
3,536874,22866,HAND WARMER SCOTTY DOG DESIGN,1,2010-12-03 11:35:00,2.1,16891,United Kingdom
3,558751,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,2011-07-03 11:26:00,0.85,16009,United Kingdom
3,578921,23371,SET 36 COLOUR PENCILS SPACEBOY ,1,2011-11-27 11:57:00,1.25,13596,United Kingdom
3,544930,21894,POTTING SHED SEED ENVELOPES,1,2011-02-24 18:26:00,1.25,17472,United Kingdom
3,578781,23569,TRADTIONAL ALPHABET STAMP SET,1,2011-11-25 11:54:00,4.95,15872,United Kingdom
3,578017,21137,BLACK RECORD COVER FRAME,2,2011-11-22 13:07:00,3.75,13569,United Kingdom
3,577058,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-11-17 14:29:00,4.95,18122,United Kingdom
3,576212,35970,ZINC FOLKART SLEIGH BELLS,6,2011-11-14 12:45:00,1.69,18082,United Kingdom
3,553034,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,6,2011-05-12 20:03:00,1.65,17970,United Kingdom
3,578016,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2011-11-22 13:02:00,3.75,14506,United Kingdom
3,546502,22979,PANTRY WASHING UP BRUSH,1,2011-03-14 11:46:00,1.45,16005,United Kingdom
3,572103,22505,MEMO BOARD COTTAGE DESIGN,1,2011-10-20 15:57:00,4.95,17571,United Kingdom
3,557063,21278,VINTAGE KITCHEN PRINT PUDDINGS,6,2011-06-16 15:01:00,2.55,17368,United Kingdom
3,555853,22161,HEART DECORATION RUSTIC HANGING ,1,2011-06-07 13:44:00,0.19,14375,United Kingdom
3,536464,22866,HAND WARMER SCOTTY DOG DESIGN,1,2010-12-01 12:23:00,2.1,17968,United Kingdom
3,537422,22585,PACK OF 6 BIRDY GIFT TAGS,2,2010-12-06 15:27:00,1.25,17812,United Kingdom
3,538517,22568,FELTCRAFT CUSHION OWL,1,2010-12-12 16:05:00,3.75,17618,United Kingdom
3,539019,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2010-12-15 14:12:00,2.1,17551,United Kingdom
3,573413,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,1,2011-10-30 16:12:00,1.25,15444,United Kingdom
3,555515,21533,RETROSPOT LARGE MILK JUG,1,2011-06-05 10:47:00,4.95,17690,United Kingdom
3,576690,22150,3 STRIPEY MICE FELTCRAFT,1,2011-11-16 12:19:00,1.95,15900,United Kingdom
3,577057,22633,HAND WARMER UNION JACK,1,2011-11-17 14:26:00,2.1,12748,United Kingdom
3,577319,23085,ANTIQUE SILVER BAUBLE LAMP  ,1,2011-11-18 13:43:00,10.4,17301,United Kingdom
3,577473,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-11-20 11:28:00,0.42,15919,United Kingdom
3,536749,22174,PHOTO CUBE,2,2010-12-02 13:49:00,1.65,17976,United Kingdom
3,578950,20668,DISCO BALL CHRISTMAS DECORATION,24,2011-11-27 14:40:00,0.12,17885,United Kingdom
3,547705,22191,IVORY DINER WALL CLOCK,1,2011-03-24 18:20:00,8.5,14056,United Kingdom
3,552277,22926,IVORY GIANT GARDEN THERMOMETER,1,2011-05-08 12:34:00,5.95,13642,United Kingdom
3,576274,23103,JINGLE BELL HEART DECORATION,1,2011-11-14 14:24:00,1.65,17793,United Kingdom
3,570244,22809,SET OF 6 T-LIGHTS SANTA,6,2011-10-09 16:05:00,2.95,14514,United Kingdom
3,578041,22629,SPACEBOY LUNCH BOX ,1,2011-11-22 14:23:00,1.95,17338,United Kingdom
3,537265,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1,2010-12-06 11:26:00,1.45,15919,United Kingdom
3,575083,23483,HANGING  BUTTERFLY T-LIGHT HOLDER,6,2011-11-08 13:31:00,1.25,18123,United Kingdom
3,578814,85049E,SCANDINAVIAN REDS RIBBONS,1,2011-11-25 13:40:00,1.25,12748,United Kingdom
3,572103,22138,BAKING SET 9 PIECE RETROSPOT ,1,2011-10-20 15:57:00,4.95,17571,United Kingdom
3,567462,23242,TREASURE TIN BUFFALO BILL ,1,2011-09-20 12:35:00,2.08,14446,United Kingdom
3,565141,20726,LUNCH BAG WOODLAND,1,2011-09-01 13:40:00,1.65,17841,United Kingdom
3,547651,22291,HANGING CHICK CREAM DECORATION,1,2011-03-24 12:11:00,1.45,16904,United Kingdom
3,C538341,22730,ALARM CLOCK BAKELIKE IVORY,-1,2010-12-10 14:03:00,3.75,15514,United Kingdom
3,569472,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2011-10-04 12:38:00,1.25,14515,United Kingdom
3,569524,23211,RED ROCKING HORSE HAND PAINTED,1,2011-10-04 14:42:00,1.25,14506,United Kingdom
3,566266,21114,LAVENDER SCENTED FABRIC HEART,5,2011-09-11 13:22:00,1.25,17299,United Kingdom
3,573369,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,2011-10-30 13:19:00,0.55,16049,United Kingdom
3,560251,23235,STORAGE TIN VINTAGE LEAF,1,2011-07-17 12:32:00,2.89,17774,United Kingdom
3,558105,21832,CHOCOLATE CALCULATOR,1,2011-06-26 14:54:00,1.65,15644,United Kingdom
3,538849,22073,RED RETROSPOT STORAGE JAR,1,2010-12-14 13:31:00,3.75,14415,United Kingdom
3,570455,23247,"BISCUIT TIN 50'S CHRISTMAS",1,2011-10-10 15:27:00,2.89,14529,United Kingdom
3,572318,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1,2011-10-23 16:19:00,0.85,15436,United Kingdom
3,564715,22297,HEART IVORY TRELLIS SMALL,1,2011-08-28 11:01:00,1.25,14472,United Kingdom
3,536749,21415,CLAM SHELL SMALL ,2,2010-12-02 13:49:00,2.1,17976,United Kingdom
3,537154,22727,ALARM CLOCK BAKELIKE RED ,1,2010-12-05 13:05:00,3.75,15808,United Kingdom
3,547498,37444A,YELLOW BREAKFAST CUP AND SAUCER,1,2011-03-23 12:24:00,0.39,15021,United Kingdom
3,538371,22113,GREY HEART HOT WATER BOTTLE,1,2010-12-12 11:07:00,3.75,15570,United Kingdom
3,576559,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2011-11-15 13:19:00,2.95,14711,United Kingdom
3,578757,23126,FELTCRAFT GIRL AMELIE KIT,1,2011-11-25 11:41:00,4.95,12748,United Kingdom
3,580137,85053,FRENCH ENAMEL CANDLEHOLDER,1,2011-12-01 19:54:00,2.1,17566,United Kingdom
3,536412,21448,12 DAISY PEGS IN WOOD BOX,2,2010-12-01 11:49:00,1.65,17920,United Kingdom
3,580137,22629,SPACEBOY LUNCH BOX ,1,2011-12-01 19:54:00,1.95,17566,United Kingdom
3,575950,22065,CHRISTMAS PUDDING TRINKET POT ,2,2011-11-13 11:53:00,0.39,16983,United Kingdom
3,548703,22804,CANDLEHOLDER PINK HANGING HEART,1,2011-04-03 11:37:00,2.95,16010,United Kingdom
3,555124,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-05-31 15:26:00,0.55,18204,United Kingdom
3,555835,21622,VINTAGE UNION JACK CUSHION COVER,3,2011-06-07 12:34:00,4.95,14525,United Kingdom
3,559894,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-07-13 12:06:00,0.42,14159,United Kingdom
3,571461,20727,LUNCH BAG  BLACK SKULL.,1,2011-10-17 14:12:00,1.65,16932,United Kingdom
3,572103,22921,HERB MARKER CHIVES ,1,2011-10-20 15:57:00,0.65,17571,United Kingdom
3,574287,21817,GLITTER CHRISTMAS TREE,1,2011-11-03 15:09:00,0.39,14723,United Kingdom
3,553935,82583,HOT BATHS METAL SIGN,12,2011-05-20 10:32:00,2.1,15856,United Kingdom
3,568170,22312,OFFICE MUG WARMER POLKADOT,1,2011-09-25 13:08:00,2.95,16931,United Kingdom
3,574959,22900,SET 2 TEA TOWELS I LOVE LONDON ,1,2011-11-08 10:09:00,3.25,17886,United Kingdom
3,550138,47422,ASSORTED MONKEY SUCTION CUP HOOK,2,2011-04-14 14:02:00,0.42,12841,United Kingdom
3,547705,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-03-24 18:20:00,3.95,14056,United Kingdom
3,579673,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,2011-11-30 12:59:00,1.65,18283,United Kingdom
3,567662,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,4,2011-09-21 15:12:00,1.25,17758,United Kingdom
3,545188,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-02-28 15:19:00,4.95,14056,United Kingdom
3,566290,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,2011-09-11 15:24:00,2.08,14456,United Kingdom
3,539470,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2010-12-19 14:03:00,12.75,14472,United Kingdom
3,538514,21755,LOVE BUILDING BLOCK WORD,1,2010-12-12 14:27:00,5.95,15044,United Kingdom
3,556910,37479P,CUBIC MUG FLOCK PINK ON BROWN,6,2011-06-15 13:25:00,0.39,12748,United Kingdom
3,537042,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,2010-12-05 10:45:00,2.25,13838,United Kingdom
3,539484,22941,CHRISTMAS LIGHTS 10 REINDEER,1,2010-12-19 15:44:00,8.5,15640,United Kingdom
3,576857,22616,PACK OF 12 LONDON TISSUES ,1,2011-11-16 15:52:00,0.39,12748,United Kingdom
3,577855,22593,CHRISTMAS GINGHAM STAR,1,2011-11-22 11:18:00,0.85,15877,United Kingdom
3,578255,23120,PACK OF 6 SMALL FRUIT STRAWS,1,2011-11-23 12:58:00,0.42,14675,United Kingdom
3,575583,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,1,2011-11-10 11:55:00,1.25,14456,United Kingdom
3,547651,22293,HANGING CHICK GREEN DECORATION,1,2011-03-24 12:11:00,1.45,16904,United Kingdom
3,580635,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-12-05 12:30:00,1.25,14649,United Kingdom
3,580958,20781,GOLD EAR MUFF HEADPHONES,1,2011-12-06 14:30:00,1.95,17266,United Kingdom
3,581414,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2011-12-08 14:39:00,2.95,14730,United Kingdom
3,579458,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1,2011-11-29 14:38:00,1.65,16549,United Kingdom
3,566279,17136A,BLUE STONES ON WIRE FOR CANDLE,24,2011-09-11 14:09:00,0.08,14432,United Kingdom
3,575904,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,1,2011-11-11 15:28:00,2.1,18014,United Kingdom
3,546982,22659,LUNCH BOX I LOVE LONDON,1,2011-03-18 12:26:00,1.95,15483,United Kingdom
3,573346,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-10-30 12:18:00,0.95,17255,United Kingdom
3,537781,22898,CHILDRENS APRON APPLES DESIGN,1,2010-12-08 12:46:00,1.95,17341,United Kingdom
3,569524,23101,SILVER STARS TABLE DECORATION,1,2011-10-04 14:42:00,0.83,14506,United Kingdom
3,577503,84086C,PINK/PURPLE RETRO RADIO,2,2011-11-20 12:34:00,2.95,18110,United Kingdom
3,566269,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-09-11 13:39:00,0.55,17864,United Kingdom
3,568710,23399,HOME SWEET HOME HANGING HEART,1,2011-09-28 15:42:00,0.85,14649,United Kingdom
3,545995,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2011-03-08 13:54:00,2.1,15023,United Kingdom
3,546951,22149,FELTCRAFT 6 FLOWER FRIENDS,1,2011-03-18 11:30:00,2.1,17673,United Kingdom
3,556067,21623,VINTAGE UNION JACK MEMOBOARD,1,2011-06-08 14:35:00,9.95,12748,United Kingdom
3,542107,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-01-25 13:38:00,0.55,16222,United Kingdom
3,552652,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-05-10 14:09:00,2.95,14591,United Kingdom
3,548309,21121,SET/10 RED POLKADOT PARTY CANDLES,1,2011-03-30 12:02:00,1.25,16657,United Kingdom
3,580289,21166,COOK WITH WINE METAL SIGN ,12,2011-12-02 13:32:00,2.08,15856,United Kingdom
3,576463,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2011-11-15 11:37:00,2.1,17974,United Kingdom
3,568712,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-09-28 15:50:00,4.95,17841,United Kingdom
3,579002,20985,HEART CALCULATOR,1,2011-11-27 16:27:00,1.25,14093,United Kingdom
3,548714,21272,SALLE DE BAIN HOOK,1,2011-04-03 15:07:00,1.25,17337,United Kingdom
3,580305,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,1,2011-12-02 14:26:00,0.42,12970,United Kingdom
3,562574,22784,LANTERN CREAM GAZEBO ,1,2011-08-07 12:42:00,4.95,14903,United Kingdom
3,574481,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2011-11-04 12:45:00,2.95,18022,United Kingdom
3,573377,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2011-10-30 13:51:00,2.1,14653,United Kingdom
3,538313,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,2010-12-10 13:50:00,1.25,15514,United Kingdom
3,538517,22570,FELTCRAFT CUSHION RABBIT,1,2010-12-12 16:05:00,3.75,17618,United Kingdom
3,542401,22563,HAPPY STENCIL CRAFT,1,2011-01-27 15:51:00,1.25,14541,United Kingdom
3,562258,21832,CHOCOLATE CALCULATOR,1,2011-08-03 15:28:00,1.65,16348,United Kingdom
3,576928,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-11-17 11:04:00,1.25,14102,United Kingdom
3,568170,22311,OFFICE MUG WARMER BLACK+SILVER ,1,2011-09-25 13:08:00,2.95,16931,United Kingdom
3,574741,23431,NATURAL HANGING QUILTED HEARTS ,2,2011-11-06 16:13:00,0.83,15993,United Kingdom
3,563915,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,6,2011-08-21 13:24:00,1.65,14224,United Kingdom
3,557956,20719,WOODLAND CHARLOTTE BAG,1,2011-06-23 19:20:00,0.85,18283,United Kingdom
3,550320,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,2011-04-17 12:37:00,9.95,12748,United Kingdom
3,578921,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2011-11-27 11:57:00,0.55,13596,United Kingdom
3,578041,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-11-22 14:23:00,3.75,17338,United Kingdom
3,549901,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,6,2011-04-12 16:17:00,0.83,17180,United Kingdom
3,537208,90082B,DIAMANTE BOW BROOCH RED COLOUR,1,2010-12-05 15:12:00,6.35,15889,United Kingdom
3,542401,22562,MONSTERS STENCIL CRAFT,1,2011-01-27 15:51:00,1.25,14541,United Kingdom
3,566269,85185B,PINK HORSE SOCK PUPPET,1,2011-09-11 13:39:00,2.95,17864,United Kingdom
3,558330,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-06-28 12:16:00,0.42,12748,United Kingdom
3,580677,23329,DECORATIVE WICKER HEART LARGE,1,2011-12-05 14:40:00,1.65,16200,United Kingdom
3,580137,22630,DOLLY GIRL LUNCH BOX,1,2011-12-01 19:54:00,1.95,17566,United Kingdom
3,575985,85199S,SMALL HANGING IVORY/RED WOOD BIRD,1,2011-11-13 14:09:00,0.42,17841,United Kingdom
3,567662,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,4,2011-09-21 15:12:00,2.1,17758,United Kingdom
3,571054,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-10-13 13:58:00,1.25,14234,United Kingdom
3,570197,44092C,PURPLE/COPPER HANGING LAMPSHADE,1,2011-10-07 15:45:00,0.85,13755,United Kingdom
3,580982,22536,MAGIC DRAWING SLATE PURDEY,1,2011-12-06 16:21:00,0.42,17861,United Kingdom
3,578041,23061,VINTAGE EMBOSSED HEART,6,2011-11-22 14:23:00,1.25,17338,United Kingdom
3,547498,37444C,PINK BREAKFAST CUP AND SAUCER ,1,2011-03-23 12:24:00,0.39,15021,United Kingdom
3,567170,23238,SET OF 4 KNICK KNACK TINS LONDON ,1,2011-09-18 12:40:00,4.15,13566,United Kingdom
3,570019,23500,KEY RING BASEBALL BOOT ASSORTED ,1,2011-10-07 10:13:00,1.25,17841,United Kingdom
3,556905,20727,LUNCH BAG  BLACK SKULL.,1,2011-06-15 13:05:00,1.65,16904,United Kingdom
3,546502,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-03-14 11:46:00,1.25,16005,United Kingdom
3,557213,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-06-17 12:16:00,1.25,15021,United Kingdom
3,537781,22745,"POPPY'S PLAYHOUSE BEDROOM ",1,2010-12-08 12:46:00,2.1,17341,United Kingdom
3,565432,23432,PRETTY HANGING QUILTED HEARTS,1,2011-09-04 13:16:00,0.83,16241,United Kingdom
3,553657,22060,LARGE CAKE STAND HANGING HEARTS,1,2011-05-18 11:28:00,3.95,14583,United Kingdom
3,538625,22502,PICNIC BASKET WICKER SMALL,1,2010-12-13 12:50:00,5.95,14544,United Kingdom
3,571837,85227,SET OF 6 3D KIT CARDS FOR KIDS,1,2011-10-19 12:11:00,0.85,16470,United Kingdom
3,549690,47422,ASSORTED MONKEY SUCTION CUP HOOK,1,2011-04-11 13:41:00,0.42,17841,United Kingdom
3,572861,21670,BLUE SPOT CERAMIC DRAWER KNOB,6,2011-10-26 12:46:00,1.45,14102,United Kingdom
3,573150,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-10-27 20:07:00,1.25,15014,United Kingdom
3,552286,22384,LUNCH BAG PINK POLKADOT,1,2011-05-08 13:07:00,1.65,16393,United Kingdom
3,569670,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-10-05 13:47:00,2.95,14730,United Kingdom
3,547498,22972,"CHILDREN'S SPACEBOY MUG",1,2011-03-23 12:24:00,1.65,15021,United Kingdom
3,545039,47567B,TEA TIME KITCHEN APRON,1,2011-02-27 10:22:00,5.95,17243,United Kingdom
3,575034,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-11-08 11:38:00,0.95,15573,United Kingdom
3,537224,22086,"PAPER CHAIN KIT 50'S CHRISTMAS ",1,2010-12-05 16:24:00,2.95,13174,United Kingdom
3,537646,21484,CHICK GREY HOT WATER BOTTLE,1,2010-12-07 15:39:00,3.45,17591,United Kingdom
3,568712,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-09-28 15:50:00,1.25,17841,United Kingdom
3,555853,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1,2011-06-07 13:44:00,3.75,14375,United Kingdom
3,548544,22294,HEART FILIGREE DOVE  SMALL,24,2011-03-31 18:49:00,1.25,14525,United Kingdom
3,544445,22434,BALLOON PUMP WITH 10 BALLOONS,1,2011-02-20 10:56:00,1.95,16746,United Kingdom
3,537781,21098,CHRISTMAS TOILET ROLL,1,2010-12-08 12:46:00,1.25,17341,United Kingdom
3,537265,79000,MOROCCAN TEA GLASS,12,2010-12-06 11:26:00,0.85,15919,United Kingdom
3,537144,21882,SKULLS TAPE,1,2010-12-05 13:00:00,0.65,15880,United Kingdom
3,537051,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-12-05 11:12:00,3.75,15708,United Kingdom
3,565426,44234,ASSORTED CIRCULAR MOBILE,1,2011-09-04 12:41:00,0.21,12851,United Kingdom
3,564715,22296,HEART IVORY TRELLIS LARGE,1,2011-08-28 11:01:00,1.65,14472,United Kingdom
3,571909,20652,BLUE POLKADOT LUGGAGE TAG ,1,2011-10-19 15:08:00,1.25,15006,United Kingdom
